epoch,loss,running_cost,terminal_cost,cHJB,cHJBfin,cadj,cadjfin,time_per_epoch,grad_norm,lr,max_fp_itrs,max_fp_res_norm,memory_MB,max_memory_MB,gpu_memory_MB,gpu_max_memory_MB,work_units,max_grad_H,avg_grad_H,smallest_M_sdval,largest_M_sdval,smallest_lambda_min,largest_lambda_max,max_grad_T_u,avg_grad_T_u,sd_grad_T_u,angle,lin_residual,exploration_std
185,10.66396376490593,0.20972153544425964,2.090848445892334,0.0,0.0,0.0,0.0,1.7030179500579834,0.002011527961619951,0.0005,43,9.107589721679688e-05,108.15625,108.15625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004706176702165976,0.07867664105389482
186,10.663959622383118,0.2097722291946411,2.0908374786376953,0.0,0.0,0.0,0.0,1.6869010925292969,0.00201194662411472,0.0005,43,9.083747863769531e-05,84.71875,84.71875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004643331078113988,0.07788987464335588
187,10.663954675197601,0.20976728200912476,2.0908374786376953,0.0,0.0,0.0,0.0,1.6725008487701416,0.0020115783596835377,0.00025,43,9.393692016601562e-05,98.96875,98.96875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004924554546596482,0.07711097589692233
188,10.66394954919815,0.20980507135391235,2.0908288955688477,0.0,0.0,0.0,0.0,1.6682608127593994,0.0020125981782551958,0.00025,43,9.441375732421875e-05,99.65625,99.65625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004707140219397843,0.0763398661379531
189,10.66394767165184,0.2097841203212738,2.0908327102661133,0.0,0.0,0.0,0.0,1.6755030155181885,0.0020129120882164254,0.00025,43,9.34600830078125e-05,90.734375,90.734375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004431256651878357,0.07557646747657357
190,10.663945466279984,0.2097807228565216,2.0908329486846924,0.0,0.0,0.0,0.0,1.7177538871765137,0.0020130410997444242,0.00025,43,9.322166442871094e-05,63.34375,63.34375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00044331172306556255,0.07482070280180783
191,10.663944020867348,0.20978762209415436,2.0908312797546387,0.0,0.0,0.0,0.0,1.7003262042999268,0.0020138289577944983,0.00025,43,9.250640869140625e-05,88.890625,88.890625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00044687146786600353,0.07407249577378976
192,10.663943260908127,0.20976540446281433,2.0908355712890625,0.0,0.0,0.0,0.0,1.7863879203796387,0.0020140795362897923,0.00025,43,9.322166442871094e-05,65.453125,65.453125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.000441929220687598,0.07333177081605186
193,10.663940027356148,0.20983965694904327,2.090820074081421,0.0,0.0,0.0,0.0,1.7361671924591064,0.0020154213904316673,0.00025,43,9.250640869140625e-05,64.984375,64.984375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00042905507783871146,0.07259845310789134
194,10.663936644792557,0.20983746647834778,2.090819835662842,0.0,0.0,0.0,0.0,1.6937170028686523,0.0020155555168406085,0.00025,43,9.298324584960938e-05,89.109375,89.109375,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004298197908792645,0.07187246857681243
195,10.66393494606018,0.20984649658203125,2.09081768989563,0.0,0.0,0.0,0.0,1.7388701438903809,0.00201622143901785,0.00025,43,9.202957153320312e-05,63.8125,63.8125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004389493906637654,0.0711537438910443
196,10.663932383060455,0.20991307497024536,2.090803861618042,0.0,0.0,0.0,0.0,1.7180249691009521,0.0020171471689382774,0.00025,43,9.131431579589844e-05,85.53125,85.53125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004140240547712892,0.07044220645213385
197,10.663931846618652,0.20981597900390625,2.090823173522949,0.0,0.0,0.0,0.0,1.7852580547332764,0.0020163504245062835,0.00025,43,9.107589721679688e-05,61.15625,61.15625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00042185020516626536,0.06973778438761251
198,10.663927227258682,0.2098173201084137,2.0908219814300537,0.0,0.0,0.0,0.0,1.7876689434051514,0.0020165630400679727,0.00025,43,9.34600830078125e-05,83.125,83.125,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0004379446862731129,0.06904040654373639
199,10.663924187421799,0.20981308817863464,2.090822219848633,0.0,0.0,0.0,0.0,1.6965010166168213,0.0020171071331414776,0.00025,43,9.512901306152344e-05,92.6875,92.6875,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.00041726586001459507,0.06835000247829902
200,10.663925513625145,0.20978938043117523,2.090827226638794,0.0,0.0,0.0,0.0,1.7197551727294922,0.0020160240589278066,0.00025,43,9.489059448242188e-05,80.40625,80.40625,0.0,0.0,160,0.0,0.0,0,0,0,0,0,0,0,0,0.0003980972804129124,0.06766650245351603
